weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
2,Chronicle,"DOLLY PARTON, SONGTELLER",Dolly Parton with Robert K Oermann,by Dolly Parton with Robert K. Oermann,,2020-12-13,Hardcover Nonfiction
94,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-12-13,Hardcover Nonfiction
2,Flatiron,NO TIME LIKE THE FUTURE,Michael J Fox,by Michael J. Fox,,2020-12-13,Hardcover Nonfiction
1,Broadside,MODERN WARRIORS,Pete Hegseth,by Pete Hegseth,,2020-12-13,Hardcover Nonfiction
17,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-12-13,Hardcover Nonfiction
8,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-12-13,Hardcover Nonfiction
7,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-12-13,Hardcover Nonfiction
1,Harper,SAVING FREEDOM,Joe Scarborough,by Joe Scarborough,,2020-12-13,Hardcover Nonfiction
38,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-12-13,Hardcover Nonfiction
9,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-12-13,Hardcover Nonfiction
11,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-12-13,Hardcover Nonfiction
3,Flatiron,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN,Emmanuel Acho,by Emmanuel Acho,,2020-12-13,Hardcover Nonfiction
2,Morrow,FRONTIER FOLLIES,Ree Drummond,by Ree Drummond,,2020-12-13,Hardcover Nonfiction
1,Crown,A PROMISED LAND,Barack Obama,by Barack Obama,,2020-12-06,Hardcover Nonfiction
5,Crown,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,2020-12-06,Hardcover Nonfiction
1,Chronicle,"DOLLY PARTON, SONGTELLER",Dolly Parton with Robert K Oermann,by Dolly Parton with Robert K. Oermann,,2020-12-06,Hardcover Nonfiction
1,Flatiron,NO TIME LIKE THE FUTURE,Michael J Fox,by Michael J. Fox,,2020-12-06,Hardcover Nonfiction
1,Morrow,FRONTIER FOLLIES,Ree Drummond,by Ree Drummond,,2020-12-06,Hardcover Nonfiction
93,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-12-06,Hardcover Nonfiction
16,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-12-06,Hardcover Nonfiction
8,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-12-06,Hardcover Nonfiction
37,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-12-06,Hardcover Nonfiction
1,Celadon,HRH,Elizabeth Holmes,by Elizabeth Holmes,,2020-12-06,Hardcover Nonfiction
2,Flatiron,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN,Emmanuel Acho,by Emmanuel Acho,,2020-12-06,Hardcover Nonfiction
6,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-12-06,Hardcover Nonfiction
7,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-12-06,Hardcover Nonfiction
3,"Little, Brown",THE BEST OF ME,David Sedaris,by David Sedaris,,2020-12-06,Hardcover Nonfiction
2,Harper,FIRST PRINCIPLES,Thomas E Ricks,by Thomas E. Ricks,,2020-12-06,Hardcover Nonfiction
5,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-11-29,Hardcover Nonfiction
4,Crown,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,2020-11-29,Hardcover Nonfiction
1,Flatiron,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN,Emmanuel Acho,by Emmanuel Acho,,2020-11-29,Hardcover Nonfiction
1,Harper,FIRST PRINCIPLES,Thomas E Ricks,by Thomas E. Ricks,,2020-11-29,Hardcover Nonfiction
15,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-11-29,Hardcover Nonfiction
36,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-11-29,Hardcover Nonfiction
7,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-11-29,Hardcover Nonfiction
1,Penguin Press,PAPPYLAND,Wright Thompson,by Wright Thompson,,2020-11-29,Hardcover Nonfiction
2,"Little, Brown",THE BEST OF ME,David Sedaris,by David Sedaris,,2020-11-29,Hardcover Nonfiction
10,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-11-29,Hardcover Nonfiction
9,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-11-29,Hardcover Nonfiction
1,Morrow,THE GREATEST BEER RUN EVER,John “Chick” Donohue and JT Molloy,by John “Chick” Donohue and J.T. Molloy,,2020-11-29,Hardcover Nonfiction
1,Penguin Press,ONE LIFE,Megan Rapinoe with Emma Brockes,by Megan Rapinoe with Emma Brockes,,2020-11-29,Hardcover Nonfiction
92,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-11-29,Hardcover Nonfiction
6,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-11-29,Hardcover Nonfiction
1,Mobius,CLANLANDS,Sam Heughan and Graham McTavish,by Sam Heughan and Graham McTavish,,2020-11-22,Hardcover Nonfiction
3,Crown,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,2020-11-22,Hardcover Nonfiction
1,"Little, Brown",THE BEST OF ME,David Sedaris,by David Sedaris,,2020-11-22,Hardcover Nonfiction
14,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-11-22,Hardcover Nonfiction
35,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-11-22,Hardcover Nonfiction
14,"Little, Brown",SHADE,Pete Souza,by Pete Souza,,2020-11-22,Hardcover Nonfiction
25,"Little, Brown",OBAMA,Pete Souza,by Pete Souza,,2020-11-22,Hardcover Nonfiction
9,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-11-22,Hardcover Nonfiction
8,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-11-22,Hardcover Nonfiction
36,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-11-22,Hardcover Nonfiction
1,Simon & Schuster,ELEANOR,David Michaelis,by David Michaelis,,2020-11-22,Hardcover Nonfiction
4,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-11-22,Hardcover Nonfiction
5,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-11-22,Hardcover Nonfiction
2,Holt,OUR TIME IS NOW,Stacey Abrams,by Stacey Abrams,,2020-11-22,Hardcover Nonfiction
8,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-11-22,Hardcover Nonfiction
2,Crown,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,2020-11-15,Hardcover Nonfiction
34,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-11-15,Hardcover Nonfiction
13,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-11-15,Hardcover Nonfiction
5,Regnery,ONE VOTE AWAY,Ted Cruz,by Ted Cruz,,2020-11-15,Hardcover Nonfiction
8,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-11-15,Hardcover Nonfiction
1,Avid Reader,GROUP,Christie Tate,by Christie Tate,,2020-11-15,Hardcover Nonfiction
24,"Little, Brown",OBAMA,Pete Souza,by Pete Souza,,2020-11-15,Hardcover Nonfiction
7,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-11-15,Hardcover Nonfiction
13,"Little, Brown",SHADE,Pete Souza,by Pete Souza,,2020-11-15,Hardcover Nonfiction
2,Crown,AMERICAN CRISIS,Andrew Cuomo,by Andrew Cuomo,,2020-11-15,Hardcover Nonfiction
4,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-11-15,Hardcover Nonfiction
35,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-11-15,Hardcover Nonfiction
7,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-11-15,Hardcover Nonfiction
3,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-11-15,Hardcover Nonfiction
2,Threshold Editions,A REPUBLIC UNDER ASSAULT,Tom Fitton,by Tom Fitton,,2020-11-15,Hardcover Nonfiction
1,Crown,GREENLIGHTS,Matthew McConaughey,by Matthew McConaughey,,2020-11-08,Hardcover Nonfiction
33,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-11-08,Hardcover Nonfiction
12,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-11-08,Hardcover Nonfiction
1,"Voracious/Little, Brown",ACCIDENTALLY WES ANDERSON,Wally Koval,by Wally Koval,,2020-11-08,Hardcover Nonfiction
4,Regnery,ONE VOTE AWAY,Ted Cruz,by Ted Cruz,,2020-11-08,Hardcover Nonfiction
7,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-11-08,Hardcover Nonfiction
3,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-11-08,Hardcover Nonfiction
6,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-11-08,Hardcover Nonfiction
6,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-11-08,Hardcover Nonfiction
34,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-11-08,Hardcover Nonfiction
1,Hachette,DO YOU FEEL LIKE I DO?,Peter Frampton with Alan Light,by Peter Frampton with Alan Light,,2020-11-08,Hardcover Nonfiction
1,Threshold Editions,A REPUBLIC UNDER ASSAULT,Tom Fitton,by Tom Fitton,,2020-11-08,Hardcover Nonfiction
3,Chronicle Prism,TRUMPTY DUMPTY WANTED A CROWN,John Lithgow,by John Lithgow,,2020-11-08,Hardcover Nonfiction
3,Norton,TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,by Fareed Zakaria,,2020-11-08,Hardcover Nonfiction
1,Harper,BATTLE OF BROTHERS,Robert Lacey,by Robert Lacey,,2020-11-08,Hardcover Nonfiction
11,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-11-01,Hardcover Nonfiction
2,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-11-01,Hardcover Nonfiction
32,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-11-01,Hardcover Nonfiction
6,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-11-01,Hardcover Nonfiction
5,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-11-01,Hardcover Nonfiction
5,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-11-01,Hardcover Nonfiction
2,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-11-01,Hardcover Nonfiction
1,Crown,AMERICAN CRISIS,Andrew Cuomo,by Andrew Cuomo,,2020-11-01,Hardcover Nonfiction
33,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-11-01,Hardcover Nonfiction
2,Norton,TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,by Fareed Zakaria,,2020-11-01,Hardcover Nonfiction
3,Andy Cohen/Holt,THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,by Mariah Carey with Michaela Angela Davis,,2020-11-01,Hardcover Nonfiction
2,Chronicle Prism,TRUMPTY DUMPTY WANTED A CROWN,John Lithgow,by John Lithgow,,2020-11-01,Hardcover Nonfiction
2,Houghton Mifflin Harcourt,THE 99% INVISIBLE CITY,Roman Mars and Kurt Kohlstedt,by Roman Mars and Kurt Kohlstedt,,2020-11-01,Hardcover Nonfiction
3,Regnery,ONE VOTE AWAY,Ted Cruz,by Ted Cruz,,2020-11-01,Hardcover Nonfiction
13,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-11-01,Hardcover Nonfiction
1,St. Martin's,HUMANS,Brandon Stanton,by Brandon Stanton,,2020-10-25,Hardcover Nonfiction
1,Simon & Schuster,IS THIS ANYTHING?,Jerry Seinfeld,by Jerry Seinfeld,,2020-10-25,Hardcover Nonfiction
1,Houghton Mifflin Harcourt,THE 99% INVISIBLE CITY,Roman Mars and Kurt Kohlstedt,by Roman Mars and Kurt Kohlstedt,,2020-10-25,Hardcover Nonfiction
4,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-10-25,Hardcover Nonfiction
10,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-10-25,Hardcover Nonfiction
4,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-10-25,Hardcover Nonfiction
5,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-10-25,Hardcover Nonfiction
2,Andy Cohen/Holt,THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,by Mariah Carey with Michaela Angela Davis,,2020-10-25,Hardcover Nonfiction
31,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-10-25,Hardcover Nonfiction
1,Celadon,UNDAUNTED,John O Brennan,by John O. Brennan,,2020-10-25,Hardcover Nonfiction
1,Liveright,TRUST,Pete Buttigieg,by Pete Buttigieg,,2020-10-25,Hardcover Nonfiction
1,Norton,TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,by Fareed Zakaria,,2020-10-25,Hardcover Nonfiction
2,Regnery,ONE VOTE AWAY,Ted Cruz,by Ted Cruz,,2020-10-25,Hardcover Nonfiction
1,Holt,LET LOVE RULE,Lenny Kravitz with David Ritz,by Lenny Kravitz with David Ritz,,2020-10-25,Hardcover Nonfiction
32,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-10-25,Hardcover Nonfiction
1,Andy Cohen/Holt,THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,by Mariah Carey with Michaela Angela Davis,,2020-10-18,Hardcover Nonfiction
3,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-10-18,Hardcover Nonfiction
9,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-10-18,Hardcover Nonfiction
1,Chronicle Prism,TRUMPTY DUMPTY WANTED A CROWN,John Lithgow,by John Lithgow,,2020-10-18,Hardcover Nonfiction
4,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-10-18,Hardcover Nonfiction
30,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-10-18,Hardcover Nonfiction
4,Skyhorse,DISLOYAL,Michael Cohen,by Michael Cohen,,2020-10-18,Hardcover Nonfiction
31,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-10-18,Hardcover Nonfiction
1,Regnery,ONE VOTE AWAY,Ted Cruz,by Ted Cruz,,2020-10-18,Hardcover Nonfiction
3,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-10-18,Hardcover Nonfiction
1,Random House,WHERE LAW ENDS,Andrew Weissmann,by Andrew Weissmann,,2020-10-18,Hardcover Nonfiction
12,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-10-18,Hardcover Nonfiction
9,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-10-18,Hardcover Nonfiction
1,Doubleday,THE MAN WHO RAN WASHINGTON,Peter Baker and Susan Glasser,by Peter Baker and Susan Glasser,,2020-10-18,Hardcover Nonfiction
1,Sentinel,LIVE NOT BY LIES,Rod Dreher,by Rod Dreher,,2020-10-18,Hardcover Nonfiction
2,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-10-11,Hardcover Nonfiction
3,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-10-11,Hardcover Nonfiction
2,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-10-11,Hardcover Nonfiction
8,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-10-11,Hardcover Nonfiction
3,Skyhorse,DISLOYAL,Michael Cohen,by Michael Cohen,,2020-10-11,Hardcover Nonfiction
8,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-10-11,Hardcover Nonfiction
1,Center Street,DON'T LIE TO ME AND STOP TRYING TO STEAL OUR FREEDOM,Jeanine Pirro,by Jeanine Pirro,,2020-10-11,Hardcover Nonfiction
9,Dey Street,NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,by Irin Carmon and Shana Knizhnik,,2020-10-11,Hardcover Nonfiction
29,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-10-11,Hardcover Nonfiction
3,St. Martin's,SPEAKING FOR MYSELF,Sarah Huckabee Sanders,by Sarah Huckabee Sanders,,2020-10-11,Hardcover Nonfiction
1,Harper,BATTLEGROUNDS,HR McMaster,by H.R. McMaster,,2020-10-11,Hardcover Nonfiction
30,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-10-11,Hardcover Nonfiction
1,Random House,GOD-LEVEL KNOWLEDGE DARTS,Desus Nice and the Kid Mero,by Desus Nice and the Kid Mero,,2020-10-11,Hardcover Nonfiction
3,Morrow,EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,by Jenna Bush Hager,,2020-10-11,Hardcover Nonfiction
11,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-10-11,Hardcover Nonfiction
1,Simon & Schuster,RAGE,Bob Woodward,by Bob Woodward,,2020-10-04,Hardcover Nonfiction
1,Threshold Editions,BLACKOUT,Candace Owens,by Candace Owens,,2020-10-04,Hardcover Nonfiction
2,Skyhorse,DISLOYAL,Michael Cohen,by Michael Cohen,,2020-10-04,Hardcover Nonfiction
2,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-10-04,Hardcover Nonfiction
7,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-10-04,Hardcover Nonfiction
2,Houghton Mifflin Harcourt,COMPROMISED,Peter Strzok,by Peter Strzok,,2020-10-04,Hardcover Nonfiction
28,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-10-04,Hardcover Nonfiction
7,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-10-04,Hardcover Nonfiction
2,St. Martin's,SPEAKING FOR MYSELF,Sarah Huckabee Sanders,by Sarah Huckabee Sanders,,2020-10-04,Hardcover Nonfiction
2,Morrow,EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,by Jenna Bush Hager,,2020-10-04,Hardcover Nonfiction
10,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-10-04,Hardcover Nonfiction
29,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-10-04,Hardcover Nonfiction
3,Gallery,MELANIA AND ME,Stephanie Winston Wolkoff,by Stephanie Winston Wolkoff,,2020-10-04,Hardcover Nonfiction
4,Random House,HIS TRUTH IS MARCHING ON,Jon Meacham,by Jon Meacham,,2020-10-04,Hardcover Nonfiction
2,Clarkson Potter,EAT A PEACH,David Chang and Gabe Ulla,by David Chang and Gabe Ulla,,2020-10-04,Hardcover Nonfiction
1,Skyhorse,DISLOYAL,Michael Cohen,by Michael Cohen,,2020-09-27,Hardcover Nonfiction
1,Holt,KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,by Bill O'Reilly and Martin Dugard,,2020-09-27,Hardcover Nonfiction
1,Morrow,EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,by Jenna Bush Hager,,2020-09-27,Hardcover Nonfiction
6,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-09-27,Hardcover Nonfiction
6,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-09-27,Hardcover Nonfiction
1,Houghton Mifflin Harcourt,COMPROMISED,Peter Strzok,by Peter Strzok,,2020-09-27,Hardcover Nonfiction
2,Gallery,MELANIA AND ME,Stephanie Winston Wolkoff,by Stephanie Winston Wolkoff,,2020-09-27,Hardcover Nonfiction
1,St. Martin's,SPEAKING FOR MYSELF,Sarah Huckabee Sanders,by Sarah Huckabee Sanders,,2020-09-27,Hardcover Nonfiction
27,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-09-27,Hardcover Nonfiction
9,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-09-27,Hardcover Nonfiction
3,One Signal/Atria,HOAX,Brian Stelter,by Brian Stelter,,2020-09-27,Hardcover Nonfiction
28,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-09-27,Hardcover Nonfiction
1,Clarkson Potter,EAT A PEACH,David Chang and Gabe Ulla,by David Chang and Gabe Ulla,,2020-09-27,Hardcover Nonfiction
2,Random House,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,by Michael S. Schmidt,,2020-09-27,Hardcover Nonfiction
3,Random House,HIS TRUTH IS MARCHING ON,Jon Meacham,by Jon Meacham,,2020-09-27,Hardcover Nonfiction
1,Gallery,MELANIA AND ME,Stephanie Winston Wolkoff,by Stephanie Winston Wolkoff,,2020-09-20,Hardcover Nonfiction
5,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-09-20,Hardcover Nonfiction
26,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-09-20,Hardcover Nonfiction
1,Random House,DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,by Michael S. Schmidt,,2020-09-20,Hardcover Nonfiction
8,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-09-20,Hardcover Nonfiction
27,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-09-20,Hardcover Nonfiction
5,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-09-20,Hardcover Nonfiction
2,Random House,HIS TRUTH IS MARCHING ON,Jon Meacham,by Jon Meacham,,2020-09-20,Hardcover Nonfiction
2,One Signal/Atria,HOAX,Brian Stelter,by Brian Stelter,,2020-09-20,Hardcover Nonfiction
1,Avid Reader/Simon & Schuster,THE DYNASTY,Jeff Benedict,by Jeff Benedict,,2020-09-20,Hardcover Nonfiction
1,Norton,TWILIGHT OF THE GODS,Ian W Toll,by Ian W. Toll,,2020-09-20,Hardcover Nonfiction
1,Atria,I HAVE SOMETHING TO TELL YOU,Chasten Buttigieg,by Chasten Buttigieg,,2020-09-20,Hardcover Nonfiction
10,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-09-20,Hardcover Nonfiction
101,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-09-20,Hardcover Nonfiction
91,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-09-20,Hardcover Nonfiction
1,Random House,HIS TRUTH IS MARCHING ON,Jon Meacham,by Jon Meacham,,2020-09-13,Hardcover Nonfiction
4,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-09-13,Hardcover Nonfiction
4,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-09-13,Hardcover Nonfiction
25,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-09-13,Hardcover Nonfiction
7,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-09-13,Hardcover Nonfiction
1,One Signal/Atria,HOAX,Brian Stelter,by Brian Stelter,,2020-09-13,Hardcover Nonfiction
26,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-09-13,Hardcover Nonfiction
100,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-09-13,Hardcover Nonfiction
132,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-09-13,Hardcover Nonfiction
9,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-09-13,Hardcover Nonfiction
6,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-09-13,Hardcover Nonfiction
90,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-09-13,Hardcover Nonfiction
1,Grove,VESPER FLIGHTS,Helen Macdonald,by Helen Macdonald,,2020-09-13,Hardcover Nonfiction
26,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-09-13,Hardcover Nonfiction
2,Random House,EVIL GENIUSES,Kurt Andersen,by Kurt Andersen,,2020-09-13,Hardcover Nonfiction
24,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-09-06,Hardcover Nonfiction
3,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-09-06,Hardcover Nonfiction
3,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-09-06,Hardcover Nonfiction
6,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-09-06,Hardcover Nonfiction
25,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-09-06,Hardcover Nonfiction
1,Ballantine,LIVE IN LOVE,Lauren Akins with Mark Dagostino,by Lauren Akins with Mark Dagostino,,2020-09-06,Hardcover Nonfiction
5,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-09-06,Hardcover Nonfiction
89,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-09-06,Hardcover Nonfiction
99,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-09-06,Hardcover Nonfiction
131,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-09-06,Hardcover Nonfiction
8,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-09-06,Hardcover Nonfiction
2,Dey St.,FINDING FREEDOM,Omid Scobie and Carolyn Durand,by Omid Scobie and Carolyn Durand,,2020-09-06,Hardcover Nonfiction
2,Knopf,IT WAS ALL A LIE,Stuart Stevens,by Stuart Stevens,,2020-09-06,Hardcover Nonfiction
9,Riverhead,BREATH,James Nestor,by James Nestor,,2020-09-06,Hardcover Nonfiction
25,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-09-06,Hardcover Nonfiction
2,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-08-30,Hardcover Nonfiction
5,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-08-30,Hardcover Nonfiction
2,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-08-30,Hardcover Nonfiction
