weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
1,Dey St.,FINDING FREEDOM,Omid Scobie and Carolyn Durand,by Omid Scobie and Carolyn Durand,,2020-08-30,Hardcover Nonfiction
24,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-08-30,Hardcover Nonfiction
23,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-08-30,Hardcover Nonfiction
1,Random House,EVIL GENIUSES,Kurt Andersen,by Kurt Andersen,,2020-08-30,Hardcover Nonfiction
4,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-08-30,Hardcover Nonfiction
88,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-08-30,Hardcover Nonfiction
130,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-08-30,Hardcover Nonfiction
98,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-08-30,Hardcover Nonfiction
24,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-08-30,Hardcover Nonfiction
7,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-08-30,Hardcover Nonfiction
8,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-08-30,Hardcover Nonfiction
8,Riverhead,BREATH,James Nestor,by James Nestor,,2020-08-30,Hardcover Nonfiction
1,Threshold Editions,LIVE FREE OR DIE,Sean Hannity,by Sean Hannity,,2020-08-23,Hardcover Nonfiction
4,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-08-23,Hardcover Nonfiction
1,Random House,CASTE,Isabel Wilkerson,by Isabel Wilkerson,,2020-08-23,Hardcover Nonfiction
23,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-08-23,Hardcover Nonfiction
1,Houghton Mifflin Harcourt,MAKE CHANGE,Shaun King,by Shaun King,,2020-08-23,Hardcover Nonfiction
22,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-08-23,Hardcover Nonfiction
1,Knopf,IT WAS ALL A LIE,Stuart Stevens,by Stuart Stevens,,2020-08-23,Hardcover Nonfiction
3,Broadside,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,by Ben Shapiro,,2020-08-23,Hardcover Nonfiction
3,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-08-23,Hardcover Nonfiction
7,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-08-23,Hardcover Nonfiction
6,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-08-23,Hardcover Nonfiction
1,Doubleday,TRUE CRIMES AND MISDEMEANORS,Jeffrey Toobin,by Jeffrey Toobin,,2020-08-23,Hardcover Nonfiction
129,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-08-23,Hardcover Nonfiction
87,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-08-23,Hardcover Nonfiction
97,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-08-23,Hardcover Nonfiction
3,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-08-16,Hardcover Nonfiction
22,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-08-16,Hardcover Nonfiction
21,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-08-16,Hardcover Nonfiction
2,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-08-16,Hardcover Nonfiction
5,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-08-16,Hardcover Nonfiction
2,Broadside,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,by Ben Shapiro,,2020-08-16,Hardcover Nonfiction
6,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-08-16,Hardcover Nonfiction
7,Riverhead,BREATH,James Nestor,by James Nestor,,2020-08-16,Hardcover Nonfiction
86,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-08-16,Hardcover Nonfiction
128,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-08-16,Hardcover Nonfiction
96,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-08-16,Hardcover Nonfiction
23,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-08-16,Hardcover Nonfiction
6,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-08-16,Hardcover Nonfiction
1,Ecco,MEMORIAL DRIVE,Natasha Trethewey,by Natasha Trethewey,,2020-08-16,Hardcover Nonfiction
4,Viking,HOOD FEMINISM,Mikki Kendall,by Mikki Kendall,,2020-08-16,Hardcover Nonfiction
2,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-08-09,Hardcover Nonfiction
1,Simon & Schuster,THE ANSWER IS ...,Alex Trebek,by Alex Trebek,,2020-08-09,Hardcover Nonfiction
1,Broadside,HOW TO DESTROY AMERICA IN THREE EASY STEPS,Ben Shapiro,by Ben Shapiro,,2020-08-09,Hardcover Nonfiction
21,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-08-09,Hardcover Nonfiction
5,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-08-09,Hardcover Nonfiction
20,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-08-09,Hardcover Nonfiction
4,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-08-09,Hardcover Nonfiction
6,Riverhead,BREATH,James Nestor,by James Nestor,,2020-08-09,Hardcover Nonfiction
85,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-08-09,Hardcover Nonfiction
127,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-08-09,Hardcover Nonfiction
1,Doubleday,TWILIGHT OF DEMOCRACY,Anne Applebaum,by Anne Applebaum,,2020-08-09,Hardcover Nonfiction
5,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-08-09,Hardcover Nonfiction
95,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-08-09,Hardcover Nonfiction
22,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-08-09,Hardcover Nonfiction
10,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-08-09,Hardcover Nonfiction
1,Simon & Schuster,TOO MUCH AND NEVER ENOUGH,Mary L Trump,by Mary L. Trump,,2020-08-02,Hardcover Nonfiction
20,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-08-02,Hardcover Nonfiction
4,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-08-02,Hardcover Nonfiction
19,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-08-02,Hardcover Nonfiction
3,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-08-02,Hardcover Nonfiction
9,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-08-02,Hardcover Nonfiction
1,Crown,A VERY PUNCHABLE FACE,Colin Jost,by Colin Jost,,2020-08-02,Hardcover Nonfiction
94,One World,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-08-02,Hardcover Nonfiction
84,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-08-02,Hardcover Nonfiction
126,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-08-02,Hardcover Nonfiction
1,Simon & Schuster,BIG FRIENDSHIP,Aminatou Sow and Ann Friedman,by Aminatou Sow and Ann Friedman,,2020-08-02,Hardcover Nonfiction
21,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-08-02,Hardcover Nonfiction
4,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-08-02,Hardcover Nonfiction
2,Custom House,SEPARATED,Jacob Soboroff,by Jacob Soboroff,,2020-08-02,Hardcover Nonfiction
5,Riverhead,BREATH,James Nestor,by James Nestor,,2020-08-02,Hardcover Nonfiction
3,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-07-26,Hardcover Nonfiction
19,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-07-26,Hardcover Nonfiction
8,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-07-26,Hardcover Nonfiction
18,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-07-26,Hardcover Nonfiction
1,Custom House,SEPARATED,Jacob Soboroff,by Jacob Soboroff,,2020-07-26,Hardcover Nonfiction
93,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-07-26,Hardcover Nonfiction
83,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-07-26,Hardcover Nonfiction
2,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-07-26,Hardcover Nonfiction
20,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-07-26,Hardcover Nonfiction
5,Avid Reader,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,by Chris Wallace with Mitch Weiss,,2020-07-26,Hardcover Nonfiction
125,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-07-26,Hardcover Nonfiction
1,Riverhead,THE BEAUTY IN BREAKING,Michele Harper,by Michele Harper,,2020-07-26,Hardcover Nonfiction
3,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-07-26,Hardcover Nonfiction
5,Convergent,I'M STILL HERE,Austin Channing Brown,by Austin Channing Brown,,2020-07-26,Hardcover Nonfiction
43,Grand Central/Melcher Media,HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter,by Lin-Manuel Miranda and Jeremy McCarter,,2020-07-26,Hardcover Nonfiction
2,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-07-19,Hardcover Nonfiction
18,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-07-19,Hardcover Nonfiction
17,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-07-19,Hardcover Nonfiction
92,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-07-19,Hardcover Nonfiction
1,Crown,BEGIN AGAIN,Eddie S Glaude Jr,by Eddie S. Glaude Jr.,,2020-07-19,Hardcover Nonfiction
19,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-07-19,Hardcover Nonfiction
82,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-07-19,Hardcover Nonfiction
7,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-07-19,Hardcover Nonfiction
4,Convergent,I'M STILL HERE,Austin Channing Brown,by Austin Channing Brown,,2020-07-19,Hardcover Nonfiction
4,Avid Reader,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,by Chris Wallace with Mitch Weiss,,2020-07-19,Hardcover Nonfiction
124,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-07-19,Hardcover Nonfiction
4,Riverhead,BREATH,James Nestor,by James Nestor,,2020-07-19,Hardcover Nonfiction
2,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-07-19,Hardcover Nonfiction
3,Viking,HOOD FEMINISM,Mikki Kendall,by Mikki Kendall,,2020-07-19,Hardcover Nonfiction
5,All Points,UNITED STATES OF SOCIALISM,Dinesh D'Souza,by Dinesh D'Souza,,2020-07-19,Hardcover Nonfiction
1,Simon & Schuster,THE ROOM WHERE IT HAPPENED,John Bolton,by John Bolton,,2020-07-12,Hardcover Nonfiction
17,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-07-12,Hardcover Nonfiction
91,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-07-12,Hardcover Nonfiction
16,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-07-12,Hardcover Nonfiction
6,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-07-12,Hardcover Nonfiction
3,Avid Reader,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,by Chris Wallace with Mitch Weiss,,2020-07-12,Hardcover Nonfiction
81,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-07-12,Hardcover Nonfiction
18,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-07-12,Hardcover Nonfiction
3,Convergent,I'M STILL HERE,Austin Channing Brown,by Austin Channing Brown,,2020-07-12,Hardcover Nonfiction
2,Viking,HOOD FEMINISM,Mikki Kendall,by Mikki Kendall,,2020-07-12,Hardcover Nonfiction
3,Riverhead,BREATH,James Nestor,by James Nestor,,2020-07-12,Hardcover Nonfiction
1,Center Street,TRUMP AND THE AMERICAN FUTURE,Newt Gingrich,by Newt Gingrich,,2020-07-12,Hardcover Nonfiction
123,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-07-12,Hardcover Nonfiction
1,Humanix,BLITZ,David Horowitz,by David Horowitz,,2020-07-12,Hardcover Nonfiction
4,All Points,UNITED STATES OF SOCIALISM,Dinesh D'Souza,by Dinesh D'Souza,,2020-07-12,Hardcover Nonfiction
16,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-07-05,Hardcover Nonfiction
2,Avid Reader,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,by Chris Wallace with Mitch Weiss,,2020-07-05,Hardcover Nonfiction
15,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-07-05,Hardcover Nonfiction
2,Convergent,I'M STILL HERE,Austin Channing Brown,by Austin Channing Brown,,2020-07-05,Hardcover Nonfiction
17,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-07-05,Hardcover Nonfiction
80,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-07-05,Hardcover Nonfiction
90,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-07-05,Hardcover Nonfiction
5,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-07-05,Hardcover Nonfiction
122,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-07-05,Hardcover Nonfiction
1,Simon & Schuster,THE ART OF HER DEAL,Mary Jordan,by Mary Jordan,,2020-07-05,Hardcover Nonfiction
27,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-07-05,Hardcover Nonfiction
3,All Points,UNITED STATES OF SOCIALISM,Dinesh D'Souza,by Dinesh D'Souza,,2020-07-05,Hardcover Nonfiction
1,Random House,THE HARDEST JOB IN THE WORLD,John Dickerson,by John Dickerson,,2020-07-05,Hardcover Nonfiction
1,Viking,HOOD FEMINISM,Mikki Kendall,by Mikki Kendall,,2020-07-05,Hardcover Nonfiction
10,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-07-05,Hardcover Nonfiction
15,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-06-28,Hardcover Nonfiction
1,Avid Reader,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,by Chris Wallace with Mitch Weiss,,2020-06-28,Hardcover Nonfiction
14,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-06-28,Hardcover Nonfiction
89,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-06-28,Hardcover Nonfiction
79,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-06-28,Hardcover Nonfiction
16,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-06-28,Hardcover Nonfiction
1,Holt,OUR TIME IS NOW,Stacey Abrams,by Stacey Abrams,,2020-06-28,Hardcover Nonfiction
121,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-06-28,Hardcover Nonfiction
2,All Points,UNITED STATES OF SOCIALISM,Dinesh D'Souza,by Dinesh D'Souza,,2020-06-28,Hardcover Nonfiction
4,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-06-28,Hardcover Nonfiction
26,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-06-28,Hardcover Nonfiction
1,Convergent,I'M STILL HERE,Austin Channing Brown,by Austin Channing Brown,,2020-06-28,Hardcover Nonfiction
1,PublicAffairs,THE DEFICIT MYTH,Stephanie Kelton,by Stephanie Kelton,,2020-06-28,Hardcover Nonfiction
3,Amistad,MY VANISHING COUNTRY,Bakari Sellers,by Bakari Sellers,,2020-06-28,Hardcover Nonfiction
9,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-06-28,Hardcover Nonfiction
14,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-06-21,Hardcover Nonfiction
13,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-06-21,Hardcover Nonfiction
88,Spiegel & Grau,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,by Ta-Nehisi Coates,,2020-06-21,Hardcover Nonfiction
78,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-06-21,Hardcover Nonfiction
15,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-06-21,Hardcover Nonfiction
3,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-06-21,Hardcover Nonfiction
1,All Points,UNITED STATES OF SOCIALISM,Dinesh D'Souza,by Dinesh D'Souza,,2020-06-21,Hardcover Nonfiction
120,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-06-21,Hardcover Nonfiction
2,Riverhead,BREATH,James Nestor,by James Nestor,,2020-06-21,Hardcover Nonfiction
2,Amistad,MY VANISHING COUNTRY,Bakari Sellers,by Bakari Sellers,,2020-06-21,Hardcover Nonfiction
1,"Little, Brown",HUMANKIND,Rutger Bregman,by Rutger Bregman,,2020-06-21,Hardcover Nonfiction
25,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-06-21,Hardcover Nonfiction
5,Skyhorse,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,,2020-06-21,Hardcover Nonfiction
1,"Farrar, Straus & Giroux",THE DEVIANT'S WAR,Eric Cervini,by Eric Cervini,,2020-06-21,Hardcover Nonfiction
35,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-06-21,Hardcover Nonfiction
12,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-06-14,Hardcover Nonfiction
4,Skyhorse,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,,2020-06-14,Hardcover Nonfiction
77,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-06-14,Hardcover Nonfiction
14,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-06-14,Hardcover Nonfiction
13,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-06-14,Hardcover Nonfiction
1,Riverhead,BREATH,James Nestor,by James Nestor,,2020-06-14,Hardcover Nonfiction
119,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-06-14,Hardcover Nonfiction
1,Celadon,HOLLYWOOD PARK,Mikel Jollett,by Mikel Jollett,,2020-06-14,Hardcover Nonfiction
2,Center Street,AMERICAN CRUSADE,Pete Hegseth,by Pete Hegseth,,2020-06-14,Hardcover Nonfiction
2,Sourcebooks,ME AND WHITE SUPREMACY,Layla F Saad,by Layla F. Saad,,2020-06-14,Hardcover Nonfiction
8,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-06-14,Hardcover Nonfiction
24,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-06-14,Hardcover Nonfiction
8,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-06-14,Hardcover Nonfiction
2,Ballantine,THE CHIFFON TRENCHES,André Leon Talley,by André Leon Talley,,2020-06-14,Hardcover Nonfiction
1,Amistad,MY VANISHING COUNTRY,Bakari Sellers,by Bakari Sellers,,2020-06-14,Hardcover Nonfiction
11,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-06-07,Hardcover Nonfiction
76,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-06-07,Hardcover Nonfiction
3,Skyhorse,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,,2020-06-07,Hardcover Nonfiction
13,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-06-07,Hardcover Nonfiction
118,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-06-07,Hardcover Nonfiction
1,Ballantine,THE CHIFFON TRENCHES,André Leon Talley,by André Leon Talley,,2020-06-07,Hardcover Nonfiction
23,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-06-07,Hardcover Nonfiction
1,Center Street,AMERICAN CRUSADE,Pete Hegseth,by Pete Hegseth,,2020-06-07,Hardcover Nonfiction
7,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-06-07,Hardcover Nonfiction
1,Penguin Press,THE WORLD,Richard Haass,by Richard Haass,,2020-06-07,Hardcover Nonfiction
7,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-06-07,Hardcover Nonfiction
3,Flatiron,THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,,2020-06-07,Hardcover Nonfiction
3,HarperOne,THE RURAL DIARIES,Hilarie Burton Morgan,by Hilarie Burton Morgan,,2020-06-07,Hardcover Nonfiction
34,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-06-07,Hardcover Nonfiction
6,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-06-07,Hardcover Nonfiction
10,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-05-31,Hardcover Nonfiction
75,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-05-31,Hardcover Nonfiction
12,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-05-31,Hardcover Nonfiction
117,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-05-31,Hardcover Nonfiction
2,Skyhorse,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,,2020-05-31,Hardcover Nonfiction
2,Flatiron,THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,,2020-05-31,Hardcover Nonfiction
22,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-05-31,Hardcover Nonfiction
6,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-05-31,Hardcover Nonfiction
6,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-05-31,Hardcover Nonfiction
2,HarperOne,THE RURAL DIARIES,Hilarie Burton Morgan,by Hilarie Burton Morgan,,2020-05-31,Hardcover Nonfiction
1,Holt,PELOSI,Molly Ball,by Molly Ball,,2020-05-31,Hardcover Nonfiction
2,Gallery,INCOMPARABLE,Brie Bella and Nikki Bella,by Brie Bella and Nikki Bella,,2020-05-31,Hardcover Nonfiction
1,St. Martin's,24,Willie Mays and John Shea,by Willie Mays and John Shea,,2020-05-31,Hardcover Nonfiction
5,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-05-31,Hardcover Nonfiction
33,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-05-31,Hardcover Nonfiction
9,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-05-24,Hardcover Nonfiction
74,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-05-24,Hardcover Nonfiction
11,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-05-24,Hardcover Nonfiction
116,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-05-24,Hardcover Nonfiction
1,HarperOne,THE RURAL DIARIES,Hilarie Burton Morgan,by Hilarie Burton Morgan,,2020-05-24,Hardcover Nonfiction
1,Flatiron,THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch,by Brad Meltzer and Josh Mensch,,2020-05-24,Hardcover Nonfiction
21,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-05-24,Hardcover Nonfiction
4,"Little, Brown",THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,by James Patterson and Cynthia Fagen,,2020-05-24,Hardcover Nonfiction
5,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-05-24,Hardcover Nonfiction
1,Gallery,INCOMPARABLE,Brie Bella and Nikki Bella,by Brie Bella and Nikki Bella,,2020-05-24,Hardcover Nonfiction
5,Twelve,FORTITUDE,Dan Crenshaw,by Dan Crenshaw,,2020-05-24,Hardcover Nonfiction
1,Skyhorse,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively,by Judy Mikovits and Kent Heckenlively,,2020-05-24,Hardcover Nonfiction
1,Atria,RESISTANCE,Tori Amos,by Tori Amos,,2020-05-24,Hardcover Nonfiction
2,Sentinel,DON'T BURN THIS BOOK,Dave Rubin,by Dave Rubin,,2020-05-24,Hardcover Nonfiction
11,Dey St.,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,by Jessica Simpson with Kevin Carr O’Leary,,2020-05-24,Hardcover Nonfiction
8,Dial,UNTAMED,Glennon Doyle,by Glennon Doyle,,2020-05-17,Hardcover Nonfiction
10,Crown,THE SPLENDID AND THE VILE,Erik Larson,by Erik Larson,,2020-05-17,Hardcover Nonfiction
4,Doubleday,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,2020-05-17,Hardcover Nonfiction
73,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-05-17,Hardcover Nonfiction
115,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-05-17,Hardcover Nonfiction
20,"Melcher/MCD/Farrar, Straus & Giroux",THE MAMBA MENTALITY,Kobe Bryant,by Kobe Bryant,,2020-05-17,Hardcover Nonfiction
